Date,2024-11-16 17:05:19
Measurement Type,RT
sensorName,['NONE', 'A', 'B', 'C', 'D', 'D1', 'D2', 'D3', 'D4'],sensorCount,9,heaterCount,4,tInt,2,tPoints,100,aver,1,RESaver,1,RESNPLC,5,RESrange,auto,chanVar,1,resType,PY_VAR8,RTD,True,
Time,A,B,C,D,D1,D2,D3,D4,Resistance
21946.0,3.4981,3.5005,3.482,2.9185,53.1933,0.0,0.0,0.0,9.025151
21948.0,3.4981,3.5008,3.4822,2.923,53.1927,0.0,0.0,0.0,9.024798
21950.0,3.4983,3.5011,3.4824,2.9206,53.1924,0.0,0.0,0.0,9.025022
21952.0,3.4987,3.5015,3.483,2.9138,53.193,0.0,0.0,0.0,9.024938
21954.0,3.499,3.5018,3.4833,2.902,53.1922,0.0,0.0,0.0,9.025222
21956.0,3.4993,3.502,3.4835,2.9183,53.1937,0.0,0.0,0.0,9.024985
21958.0,3.4997,3.5024,3.4838,2.9228,53.1939,0.0,0.0,0.0,9.025115
21960.0,3.5001,3.5027,3.4842,2.9152,53.1949,0.0,0.0,0.0,9.025096
21962.0,3.5,3.5029,3.4841,2.9011,53.1944,0.0,0.0,0.0,9.025348
21964.0,3.4998,3.5028,3.4838,2.9132,53.1949,0.0,0.0,0.0,9.02504
21966.0,3.4998,3.5026,3.4835,2.9207,53.195,0.0,0.0,0.0,9.024752
21968.0,3.4997,3.5024,3.4833,2.9203,53.1949,0.0,0.0,0.0,9.024851
21970.0,3.4994,3.5023,3.4833,2.9123,53.1943,0.0,0.0,0.0,9.025224
21972.0,3.4993,3.5021,3.4831,2.9099,53.1944,0.0,0.0,0.0,9.024997
21974.0,3.4988,3.5016,3.4825,2.9171,53.1947,0.0,0.0,0.0,9.024966
21976.0,3.4986,3.5014,3.4821,2.9173,53.195,0.0,0.0,0.0,9.024861
21978.0,3.4983,3.5012,3.4819,2.9118,53.193,0.0,0.0,0.0,9.024738
21980.0,3.4983,3.5009,3.4822,2.8999,53.1936,0.0,0.0,0.0,9.024524
21982.0,3.4984,3.5011,3.4824,2.9078,53.1943,0.0,0.0,0.0,9.024919
21984.0,3.4985,3.5011,3.4822,2.9176,53.1944,0.0,0.0,0.0,9.024424
21986.0,3.4982,3.501,3.482,2.9107,53.195,0.0,0.0,0.0,9.024928
21988.0,3.4983,3.5011,3.4822,2.8996,53.1941,0.0,0.0,0.0,9.024735
21990.0,3.4983,3.501,3.4823,2.9031,53.1941,0.0,0.0,0.0,9.024987
21992.0,3.4985,3.501,3.4823,2.9174,53.1939,0.0,0.0,0.0,9.024822
21994.0,3.4984,3.5011,3.4822,2.918,53.194,0.0,0.0,0.0,9.025037
21996.0,3.4984,3.5012,3.4825,2.9128,53.1941,0.0,0.0,0.0,9.024831
21998.0,3.4986,3.5014,3.4829,2.9026,53.1944,0.0,0.0,0.0,9.025252
22000.0,3.4991,3.5018,3.4832,2.9187,53.1944,0.0,0.0,0.0,9.025005
22002.0,3.4993,3.502,3.4834,2.9199,53.1943,0.0,0.0,0.0,9.025115
22004.0,3.4995,3.5023,3.4837,2.915,53.193,0.0,0.0,0.0,9.025291
22006.0,3.5,3.5026,3.4842,2.9047,53.1936,0.0,0.0,0.0,9.025101
22008.0,3.5005,3.503,3.4847,2.9004,53.1943,0.0,0.0,0.0,9.025258
22010.0,3.5004,3.5031,3.4843,2.9168,53.1939,0.0,0.0,0.0,9.025147
22012.0,3.5001,3.5031,3.4838,2.9162,53.1941,0.0,0.0,0.0,9.025208
22014.0,3.4999,3.5028,3.4838,2.9022,53.1937,0.0,0.0,0.0,9.025041
22016.0,3.4997,3.5026,3.4836,2.8958,53.1937,0.0,0.0,0.0,9.024897
22018.0,3.4996,3.5024,3.4833,2.9155,53.194,0.0,0.0,0.0,9.025309
22020.0,3.499,3.5021,3.4826,2.9139,53.1924,0.0,0.0,0.0,9.024797
22022.0,3.4985,3.5015,3.482,2.9108,53.1924,0.0,0.0,0.0,9.024972
22024.0,3.498,3.5012,3.4818,2.9021,53.1921,0.0,0.0,0.0,9.025283
22026.0,3.4978,3.5005,3.4816,2.8945,53.1924,0.0,0.0,0.0,9.025113
22028.0,3.4976,3.5003,3.4811,2.9144,53.1916,0.0,0.0,0.0,9.024845
22030.0,3.4971,3.5,3.4806,2.9118,53.1913,0.0,0.0,0.0,9.024994
22032.0,3.4969,3.4997,3.4806,2.9047,53.1915,0.0,0.0,0.0,9.024949
22034.0,3.497,3.4996,3.4809,2.8971,53.1908,0.0,0.0,0.0,9.024906
22036.0,3.4973,3.4998,3.4811,2.9173,53.1908,0.0,0.0,0.0,9.024919
22038.0,3.4974,3.4999,3.4811,2.9209,53.1899,0.0,0.0,0.0,9.02464
22040.0,3.4977,3.5,3.4815,2.9193,53.1899,0.0,0.0,0.0,9.024623
22042.0,3.498,3.5003,3.482,2.9132,53.1897,0.0,0.0,0.0,9.025057
22044.0,3.4982,3.5008,3.4825,2.9201,53.1894,0.0,0.0,0.0,9.025129
22046.0,3.4986,3.5011,3.4827,2.9244,53.1903,0.0,0.0,0.0,9.024978
22048.0,3.4988,3.5015,3.4829,2.9228,53.1903,0.0,0.0,0.0,9.025089
22050.0,3.499,3.5019,3.4831,2.9125,53.1908,0.0,0.0,0.0,9.025063
22052.0,3.4989,3.5018,3.4829,2.8995,53.1905,0.0,0.0,0.0,9.025171
22054.0,3.4986,3.5016,3.4825,2.9128,53.1906,0.0,0.0,0.0,9.025024
22056.0,3.4983,3.5015,3.4819,2.9172,53.1906,0.0,0.0,0.0,9.025028
22058.0,3.4981,3.501,3.4818,2.91,53.1906,0.0,0.0,0.0,9.025059
22060.0,3.498,3.5008,3.4817,2.8975,53.1909,0.0,0.0,0.0,9.024891
22062.0,3.4976,3.5005,3.4813,2.9066,53.1909,0.0,0.0,0.0,9.025107
22064.0,3.4972,3.5,3.4807,2.9161,53.1908,0.0,0.0,0.0,9.024548
22066.0,3.497,3.4997,3.4805,2.9166,53.1903,0.0,0.0,0.0,9.024936
22068.0,3.4969,3.4996,3.4806,2.911,53.1906,0.0,0.0,0.0,9.02483
22070.0,3.4968,3.4995,3.4805,2.9042,53.1913,0.0,0.0,0.0,9.024934
22072.0,3.4967,3.4994,3.4804,2.9162,53.1908,0.0,0.0,0.0,9.024836
22074.0,3.4967,3.4994,3.4803,2.9163,53.1909,0.0,0.0,0.0,9.024851
22076.0,3.4969,3.4997,3.4808,2.9132,53.1899,0.0,0.0,0.0,9.02485
22078.0,3.4974,3.4998,3.4814,2.9026,53.1893,0.0,0.0,0.0,9.024611
22080.0,3.498,3.5002,3.482,2.9053,53.1894,0.0,0.0,0.0,9.024773
22082.0,3.4982,3.5006,3.482,2.9194,53.1891,0.0,0.0,0.0,9.024682
22084.0,3.4985,3.5007,3.4824,2.9142,53.19,0.0,0.0,0.0,9.024928
22086.0,3.4987,3.5013,3.4827,2.9032,53.19,0.0,0.0,0.0,9.024712
22088.0,3.499,3.5016,3.4831,2.9034,53.1905,0.0,0.0,0.0,9.024753
22090.0,3.4994,3.502,3.4832,2.9179,53.1911,0.0,0.0,0.0,9.025
22092.0,3.4993,3.502,3.4833,2.9178,53.1903,0.0,0.0,0.0,9.025
22094.0,3.4995,3.5022,3.4837,2.9142,53.1912,0.0,0.0,0.0,9.024992
22096.0,3.4998,3.5027,3.4841,2.8997,53.1908,0.0,0.0,0.0,9.024965
22098.0,3.5,3.5028,3.4841,2.9166,53.1915,0.0,0.0,0.0,9.025223
22100.0,3.4997,3.5027,3.4836,2.915,53.1915,0.0,0.0,0.0,9.025023
22102.0,3.4994,3.5025,3.4832,2.9113,53.1916,0.0,0.0,0.0,9.025177
22104.0,3.4995,3.5022,3.4835,2.904,53.1921,0.0,0.0,0.0,9.024973
22106.0,3.4995,3.5023,3.4834,2.896,53.1912,0.0,0.0,0.0,9.025234
22108.0,3.4991,3.502,3.4828,2.9157,53.1915,0.0,0.0,0.0,9.024741
22110.0,3.4989,3.5016,3.4826,2.913,53.1916,0.0,0.0,0.0,9.024978
22112.0,3.4989,3.5015,3.4827,2.9056,53.1919,0.0,0.0,0.0,9.025085
22114.0,3.499,3.5017,3.4829,2.8986,53.19,0.0,0.0,0.0,9.024998
22116.0,3.499,3.5017,3.4829,2.9189,53.1902,0.0,0.0,0.0,9.025029
22118.0,3.4992,3.5016,3.4829,2.9219,53.1912,0.0,0.0,0.0,9.024745
22120.0,3.4992,3.5019,3.483,2.918,53.1913,0.0,0.0,0.0,9.024923
22122.0,3.4996,3.5022,3.4835,2.9012,53.1915,0.0,0.0,0.0,9.024985
22124.0,3.4997,3.5022,3.4837,2.9204,53.1915,0.0,0.0,0.0,9.025042
22126.0,3.4998,3.5024,3.4837,2.9218,53.1916,0.0,0.0,0.0,9.024839
22128.0,3.4995,3.5025,3.4832,2.9168,53.1921,0.0,0.0,0.0,9.025006
22130.0,3.4992,3.5023,3.4829,2.9074,53.1915,0.0,0.0,0.0,9.025049
22132.0,3.4989,3.5017,3.4827,2.8972,53.1906,0.0,0.0,0.0,9.024929
22134.0,3.4986,3.5014,3.4823,2.9138,53.1909,0.0,0.0,0.0,9.025093
22136.0,3.4983,3.5011,3.4818,2.9153,53.1921,0.0,0.0,0.0,9.024793
22138.0,3.4977,3.5008,3.4813,2.9067,53.1915,0.0,0.0,0.0,9.024945
22140.0,3.4972,3.5001,3.481,2.8957,53.1906,0.0,0.0,0.0,9.025004
22142.0,3.4971,3.5,3.481,2.9124,53.1908,0.0,0.0,0.0,9.025003
22144.0,3.497,3.4998,3.4808,2.9193,53.1906,0.0,0.0,0.0,9.024831
22146.0,3.4969,3.4996,3.4808,2.919,53.1899,0.0,0.0,0.0,9.025039
22148.0,3.4971,3.4999,3.4811,2.9121,53.1902,0.0,0.0,0.0,9.024893
22150.0,3.4973,3.4999,3.4813,2.9105,53.1902,0.0,0.0,0.0,9.024991
22152.0,3.4971,3.4999,3.4809,2.919,53.1899,0.0,0.0,0.0,9.02494
22154.0,3.4971,3.4999,3.4808,2.9181,53.19,0.0,0.0,0.0,9.024969
22156.0,3.4972,3.4997,3.481,2.9135,53.189,0.0,0.0,0.0,9.025076
22158.0,3.4977,3.5,3.4817,2.9032,53.1896,0.0,0.0,0.0,9.024866
22160.0,3.498,3.5002,3.4819,2.9087,53.1894,0.0,0.0,0.0,9.025006
22162.0,3.4979,3.5006,3.4816,2.9188,53.1897,0.0,0.0,0.0,9.024585
22164.0,3.498,3.5006,3.4817,2.914,53.1894,0.0,0.0,0.0,9.024769
22166.0,3.4983,3.5008,3.4823,2.9027,53.1899,0.0,0.0,0.0,9.024794
22168.0,3.4987,3.5012,3.4827,2.9061,53.1903,0.0,0.0,0.0,9.024948
22170.0,3.499,3.5015,3.4829,2.9193,53.1909,0.0,0.0,0.0,9.024754
22172.0,3.4991,3.5016,3.4828,2.9173,53.1899,0.0,0.0,0.0,9.024874
22174.0,3.499,3.5019,3.4828,2.9106,53.1911,0.0,0.0,0.0,9.024835
22176.0,3.4989,3.5016,3.4827,2.8986,53.19,0.0,0.0,0.0,9.0249
22178.0,3.4987,3.5013,3.4824,2.9149,53.1911,0.0,0.0,0.0,9.024952
22180.0,3.4987,3.5012,3.4825,2.917,53.1912,0.0,0.0,0.0,9.024491
22182.0,3.4988,3.5012,3.4826,2.9136,53.1911,0.0,0.0,0.0,9.024888
22184.0,3.4991,3.5016,3.483,2.9017,53.1911,0.0,0.0,0.0,9.024703
22186.0,3.4988,3.5016,3.4828,2.8961,53.1894,0.0,0.0,0.0,9.025035
22188.0,3.4985,3.5014,3.4823,2.9148,53.1911,0.0,0.0,0.0,9.024979
22190.0,3.4986,3.5014,3.4825,2.9131,53.19,0.0,0.0,0.0,9.025041
22192.0,3.4987,3.5017,3.4827,2.9022,53.1915,0.0,0.0,0.0,9.025036
22194.0,3.4988,3.5016,3.483,2.8981,53.1918,0.0,0.0,0.0,9.02513
22196.0,3.4988,3.5017,3.4828,2.9162,53.1922,0.0,0.0,0.0,9.025135
22198.0,3.4985,3.5015,3.4822,2.9163,53.1921,0.0,0.0,0.0,9.025031
22200.0,3.4984,3.5011,3.4822,2.9143,53.1925,0.0,0.0,0.0,9.025092
22202.0,3.4984,3.5011,3.4824,2.9056,53.1925,0.0,0.0,0.0,9.025006
22204.0,3.4987,3.5013,3.4825,2.9175,53.1927,0.0,0.0,0.0,9.024945
22206.0,3.4985,3.5013,3.4822,2.9178,53.1928,0.0,0.0,0.0,9.024807
22208.0,3.4982,3.5012,3.4818,2.914,53.193,0.0,0.0,0.0,9.025013
22210.0,3.4981,3.501,3.4819,2.9063,53.1927,0.0,0.0,0.0,9.025009
22212.0,3.498,3.5007,3.4818,2.8968,53.193,0.0,0.0,0.0,9.025082
22214.0,3.4977,3.5004,3.4813,2.9134,53.1928,0.0,0.0,0.0,9.025038
22216.0,3.4972,3.5001,3.4808,2.9147,53.193,0.0,0.0,0.0,9.024897
22218.0,3.4971,3.4999,3.4807,2.9067,53.1928,0.0,0.0,0.0,9.02495
22220.0,3.497,3.4997,3.4807,2.8969,53.1922,0.0,0.0,0.0,9.024806
22222.0,3.4972,3.4999,3.481,2.9157,53.1919,0.0,0.0,0.0,9.024908
22224.0,3.4972,3.4998,3.4808,2.92,53.1919,0.0,0.0,0.0,9.024448
22226.0,3.4972,3.4998,3.4809,2.9183,53.1924,0.0,0.0,0.0,9.02487
22228.0,3.4973,3.4998,3.4811,2.9102,53.1921,0.0,0.0,0.0,9.024753
22230.0,3.4974,3.5,3.4813,2.9139,53.1922,0.0,0.0,0.0,9.024821
22232.0,3.4974,3.5,3.481,2.919,53.1918,0.0,0.0,0.0,9.024792
22234.0,3.4971,3.4999,3.4809,2.9179,53.1919,0.0,0.0,0.0,9.025
22236.0,3.4969,3.4999,3.4808,2.9103,53.1922,0.0,0.0,0.0,9.024962
22238.0,3.4968,3.4996,3.4808,2.8988,53.1924,0.0,0.0,0.0,9.025041
22240.0,3.4966,3.4994,3.4806,2.9089,53.1927,0.0,0.0,0.0,9.024955
22242.0,3.4963,3.4993,3.4802,2.9168,53.1924,0.0,0.0,0.0,9.024873
22244.0,3.4961,3.4991,3.4799,2.9097,53.1925,0.0,0.0,0.0,9.024961
22246.0,3.4961,3.499,3.48,2.8991,53.1924,0.0,0.0,0.0,9.025011
22248.0,3.4963,3.499,3.4803,2.9067,53.1919,0.0,0.0,0.0,9.025003
22250.0,3.4966,3.4991,3.4805,2.9198,53.1919,0.0,0.0,0.0,9.024864
22252.0,3.4968,3.4994,3.4806,2.919,53.1921,0.0,0.0,0.0,9.024879
22254.0,3.4972,3.4996,3.4811,2.9142,53.1922,0.0,0.0,0.0,9.024945
22256.0,3.4976,3.5,3.4816,2.902,53.1924,0.0,0.0,0.0,9.024821
22258.0,3.4978,3.5003,3.4816,2.9178,53.1925,0.0,0.0,0.0,9.024928
22260.0,3.4978,3.5004,3.4815,2.9163,53.1925,0.0,0.0,0.0,9.02496
22262.0,3.4979,3.5007,3.4817,2.9118,53.1931,0.0,0.0,0.0,9.024926
22264.0,3.4983,3.5008,3.4822,2.9012,53.1927,0.0,0.0,0.0,9.024913
22266.0,3.4982,3.501,3.4821,2.8984,53.1925,0.0,0.0,0.0,9.024973
22268.0,3.4979,3.5009,3.4816,2.9132,53.1928,0.0,0.0,0.0,9.024904
22270.0,3.4979,3.5006,3.4815,2.9095,53.1928,0.0,0.0,0.0,9.02471
22272.0,3.4978,3.5006,3.4815,2.8995,53.1931,0.0,0.0,0.0,9.024886
22274.0,3.4978,3.5005,3.4816,2.8948,53.1939,0.0,0.0,0.0,9.024896
22276.0,3.4975,3.5003,3.4811,2.912,53.1931,0.0,0.0,0.0,9.024728
22278.0,3.4975,3.5001,3.4811,2.9149,53.1937,0.0,0.0,0.0,9.024716
22280.0,3.4977,3.5003,3.4815,2.913,53.1936,0.0,0.0,0.0,9.024736
22282.0,3.4977,3.5004,3.4817,2.8974,53.1936,0.0,0.0,0.0,9.024913
22284.0,3.4978,3.5006,3.4819,2.9169,53.1941,0.0,0.0,0.0,9.024921
22286.0,3.4979,3.5007,3.4819,2.9181,53.1946,0.0,0.0,0.0,9.024925
22288.0,3.4981,3.5007,3.4821,2.9169,53.1946,0.0,0.0,0.0,9.024931
22290.0,3.4986,3.5012,3.4828,2.9092,53.1946,0.0,0.0,0.0,9.024849
22292.0,3.4992,3.5018,3.4835,2.9026,53.195,0.0,0.0,0.0,9.025093
22294.0,3.4995,3.5021,3.4837,2.9224,53.1952,0.0,0.0,0.0,9.025067
22296.0,3.4999,3.5025,3.4839,2.9214,53.1958,0.0,0.0,0.0,9.024618
22298.0,3.5003,3.5029,3.4843,2.9117,53.1962,0.0,0.0,0.0,9.025282
22300.0,3.5005,3.5031,3.4846,2.9029,53.197,0.0,0.0,0.0,9.025408
22302.0,3.5007,3.5033,3.4846,2.9216,53.197,0.0,0.0,0.0,9.025264
22304.0,3.5005,3.5034,3.4841,2.9215,53.1974,0.0,0.0,0.0,9.024987
22306.0,3.5001,3.5032,3.4838,2.9182,53.198,0.0,0.0,0.0,9.024951
22308.0,3.4999,3.5028,3.4837,2.9087,53.1981,0.0,0.0,0.0,9.024801
22310.0,3.4994,3.5024,3.4831,2.9137,53.1986,0.0,0.0,0.0,9.02511
22312.0,3.499,3.502,3.4825,2.9193,53.1981,0.0,0.0,0.0,9.024909
22314.0,3.4987,3.5015,3.4823,2.9176,53.1981,0.0,0.0,0.0,9.025043
22316.0,3.4986,3.5014,3.4824,2.9102,53.1978,0.0,0.0,0.0,9.024939
22318.0,3.4983,3.5011,3.4821,2.898,53.1977,0.0,0.0,0.0,9.025042
22320.0,3.498,3.5009,3.4817,2.9123,53.1983,0.0,0.0,0.0,9.025098
22322.0,3.4979,3.5008,3.4815,2.9192,53.1977,0.0,0.0,0.0,9.024788
22324.0,3.4978,3.5006,3.4815,2.9115,53.1978,0.0,0.0,0.0,9.024891
22326.0,3.4978,3.5004,3.4816,2.8995,53.1975,0.0,0.0,0.0,9.024757
22328.0,3.4978,3.5004,3.4817,2.9112,53.1978,0.0,0.0,0.0,9.024958
22330.0,3.4974,3.5002,3.4813,2.92,53.1975,0.0,0.0,0.0,9.024864
22332.0,3.4973,3.5001,3.4811,2.9186,53.1981,0.0,0.0,0.0,9.025016
22334.0,3.4973,3.5001,3.4812,2.9126,53.198,0.0,0.0,0.0,9.024945
22336.0,3.4973,3.5001,3.4813,2.9085,53.1984,0.0,0.0,0.0,9.024996
22338.0,3.4973,3.5001,3.4812,2.9191,53.1983,0.0,0.0,0.0,9.024962
22340.0,3.4974,3.5002,3.4813,2.9189,53.1987,0.0,0.0,0.0,9.025002
22342.0,3.4976,3.5004,3.4816,2.9152,53.1984,0.0,0.0,0.0,9.025007
22344.0,3.498,3.5006,3.4821,2.9021,53.1984,0.0,0.0,0.0,9.025038
22346.0,3.4983,3.5008,3.4823,2.9062,53.1984,0.0,0.0,0.0,9.025112
22348.0,3.4986,3.5011,3.4825,2.9202,53.1983,0.0,0.0,0.0,9.024702
22350.0,3.4988,3.5014,3.4827,2.9151,53.1983,0.0,0.0,0.0,9.025136
22352.0,3.4992,3.5015,3.4832,2.9047,53.1981,0.0,0.0,0.0,9.02498
22354.0,3.4995,3.502,3.4836,2.9046,53.1989,0.0,0.0,0.0,9.025229
22356.0,3.4997,3.5021,3.4835,2.9193,53.1989,0.0,0.0,0.0,9.025115
22358.0,3.4997,3.5024,3.4835,2.9164,53.1989,0.0,0.0,0.0,9.025133
22360.0,3.4994,3.5024,3.4832,2.9099,53.1989,0.0,0.0,0.0,9.024975
22362.0,3.4992,3.5021,3.4829,2.8987,53.199,0.0,0.0,0.0,9.024863
22364.0,3.4989,3.5016,3.4826,2.9123,53.1987,0.0,0.0,0.0,9.024945
22366.0,3.4985,3.5013,3.482,2.9123,53.198,0.0,0.0,0.0,9.024748
22368.0,3.4981,3.501,3.4817,2.9087,53.199,0.0,0.0,0.0,9.024986
22370.0,3.4978,3.5006,3.4814,2.8984,53.1992,0.0,0.0,0.0,9.024705
22372.0,3.4973,3.5002,3.481,2.8922,53.1981,0.0,0.0,0.0,9.024981
22374.0,3.4971,3.5,3.4806,2.913,53.1984,0.0,0.0,0.0,9.024775
22376.0,3.497,3.4998,3.4805,2.9115,53.198,0.0,0.0,0.0,9.024968
22378.0,3.4968,3.4997,3.4808,2.9035,53.1975,0.0,0.0,0.0,9.025209
22380.0,3.4971,3.4996,3.4813,2.898,53.1984,0.0,0.0,0.0,9.025023
22382.0,3.4974,3.5,3.4815,2.9189,53.1981,0.0,0.0,0.0,9.02532
22384.0,3.4976,3.5004,3.4816,2.9201,53.1981,0.0,0.0,0.0,9.025106
22386.0,3.4977,3.5007,3.4816,2.9161,53.1981,0.0,0.0,0.0,9.025111
22388.0,3.4979,3.5007,3.482,2.9089,53.1981,0.0,0.0,0.0,9.025124
22390.0,3.4982,3.5008,3.4822,2.9186,53.198,0.0,0.0,0.0,9.025297
22392.0,3.498,3.5009,3.4818,2.9197,53.1984,0.0,0.0,0.0,9.027011
22394.0,3.4977,3.5006,3.4816,2.9165,53.1987,0.0,0.0,0.0,9.027969
22396.0,3.4978,3.5009,3.4818,2.9095,53.1984,0.0,0.0,0.0,9.028361
22398.0,3.498,3.5009,3.4822,2.9005,53.1987,0.0,0.0,0.0,9.028619
22400.0,3.4981,3.501,3.4822,2.9186,53.1995,0.0,0.0,0.0,9.028184
22402.0,3.4984,3.5011,3.4822,2.921,53.1996,0.0,0.0,0.0,9.027625
22404.0,3.4987,3.5014,3.4827,2.9142,53.1989,0.0,0.0,0.0,9.027959
22406.0,3.4991,3.5016,3.4832,2.9046,53.1989,0.0,0.0,0.0,9.028052
22408.0,3.4997,3.502,3.4838,2.9208,53.1989,0.0,0.0,0.0,9.02794
22410.0,3.5002,3.5027,3.4842,2.9285,53.1992,0.0,0.0,0.0,9.027568
22412.0,3.5008,3.5033,3.4849,2.9276,53.1993,0.0,0.0,0.0,9.0281
22414.0,3.5013,3.5039,3.4854,2.9189,53.2001,0.0,0.0,0.0,9.027841
22416.0,3.5014,3.5041,3.4853,2.9036,53.2004,0.0,0.0,0.0,9.027971
22418.0,3.5009,3.5039,3.4846,2.9199,53.2005,0.0,0.0,0.0,9.028076
22420.0,3.5001,3.5036,3.4838,2.9177,53.2006,0.0,0.0,0.0,9.027953
22422.0,3.4997,3.503,3.4834,2.9096,53.2012,0.0,0.0,0.0,9.028082
22424.0,3.4992,3.5024,3.483,2.8976,53.2014,0.0,0.0,0.0,9.02858
22426.0,3.4989,3.502,3.4828,2.9075,53.2014,0.0,0.0,0.0,9.028343
22428.0,3.4986,3.5018,3.4825,2.9173,53.2015,0.0,0.0,0.0,9.028205
22430.0,3.4982,3.5015,3.4822,2.9168,53.2014,0.0,0.0,0.0,9.028512
22432.0,3.4982,3.5013,3.4823,2.8993,53.1992,0.0,0.0,0.0,9.028315
22434.0,3.4982,3.5014,3.4824,2.9035,53.2012,0.0,0.0,0.0,9.028537
22436.0,3.4979,3.5012,3.482,2.9158,53.2015,0.0,0.0,0.0,9.028556
22438.0,3.4977,3.5009,3.4816,2.9154,53.2014,0.0,0.0,0.0,9.028195
22440.0,3.4978,3.5008,3.4816,2.9096,53.2008,0.0,0.0,0.0,9.027981
22442.0,3.4978,3.5006,3.4818,2.8994,53.2002,0.0,0.0,0.0,9.028288
22444.0,3.4979,3.5005,3.4818,2.9155,53.2011,0.0,0.0,0.0,9.02801
22446.0,3.4979,3.5007,3.4817,2.9168,53.2011,0.0,0.0,0.0,9.027724
22448.0,3.4981,3.5009,3.482,2.9123,53.2005,0.0,0.0,0.0,9.02836
22450.0,3.4985,3.5011,3.4826,2.9038,53.2005,0.0,0.0,0.0,9.027836
22452.0,3.499,3.5014,3.4832,2.9003,53.2005,0.0,0.0,0.0,9.028076
22454.0,3.4993,3.5017,3.4832,2.9181,53.2001,0.0,0.0,0.0,9.027663
22456.0,3.4994,3.5018,3.4832,2.9187,53.1999,0.0,0.0,0.0,9.027844
22458.0,3.4996,3.502,3.4836,2.9054,53.2006,0.0,0.0,0.0,9.027831
22460.0,3.4998,3.5023,3.484,2.9001,53.2005,0.0,0.0,0.0,9.027907
22462.0,3.5002,3.5027,3.4842,2.919,53.2004,0.0,0.0,0.0,9.027852
22464.0,3.5004,3.5028,3.4842,2.9211,53.2012,0.0,0.0,0.0,9.027702
22466.0,3.5007,3.5034,3.4845,2.9175,53.2017,0.0,0.0,0.0,9.02788
22468.0,3.5008,3.5034,3.4848,2.9087,53.2026,0.0,0.0,0.0,9.027603
22470.0,3.5012,3.5037,3.4852,2.9033,53.2021,0.0,0.0,0.0,9.028075
22472.0,3.5016,3.5041,3.4857,2.9264,53.2027,0.0,0.0,0.0,9.028149
22474.0,3.5019,3.5047,3.486,2.922,53.2027,0.0,0.0,0.0,9.028189
22476.0,3.5019,3.505,3.4861,2.9117,53.2029,0.0,0.0,0.0,9.028223
22478.0,3.5018,3.5051,3.4858,2.8995,53.204,0.0,0.0,0.0,9.028211
22480.0,3.5012,3.5044,3.4851,2.9161,53.2037,0.0,0.0,0.0,9.028118
22482.0,3.5005,3.5039,3.4841,2.9168,53.2037,0.0,0.0,0.0,9.02812
22484.0,3.4997,3.5032,3.4834,2.9143,53.2036,0.0,0.0,0.0,9.028091
22486.0,3.4994,3.5027,3.4832,2.8959,53.204,0.0,0.0,0.0,9.027916
22488.0,3.4989,3.502,3.4827,2.9134,53.2042,0.0,0.0,0.0,9.028425
22490.0,3.4984,3.5016,3.482,2.9173,53.2037,0.0,0.0,0.0,9.027776
22492.0,3.4979,3.501,3.4814,2.914,53.2042,0.0,0.0,0.0,9.028117
22494.0,3.4974,3.5004,3.4811,2.9071,53.203,0.0,0.0,0.0,9.028094
22496.0,3.4971,3.5003,3.4809,2.8957,53.2032,0.0,0.0,0.0,9.028396
22498.0,3.4968,3.4997,3.4805,2.9102,53.2032,0.0,0.0,0.0,9.028036
22500.0,3.4963,3.4992,3.4798,2.9148,53.2029,0.0,0.0,0.0,9.027907
22502.0,3.4962,3.4991,3.4798,2.9093,53.2018,0.0,0.0,0.0,9.027862
22504.0,3.4961,3.4988,3.4799,2.8969,53.2018,0.0,0.0,0.0,9.027783
22506.0,3.4961,3.4986,3.4798,2.9077,53.2011,0.0,0.0,0.0,9.028051
22508.0,3.4958,3.4985,3.4794,2.9168,53.2006,0.0,0.0,0.0,9.027519
22510.0,3.4955,3.4984,3.4792,2.9161,53.2002,0.0,0.0,0.0,9.028011
22512.0,3.4955,3.4983,3.4793,2.9105,53.2004,0.0,0.0,0.0,9.027616
22514.0,3.4956,3.498,3.4793,2.9063,53.1998,0.0,0.0,0.0,9.027929
22516.0,3.4955,3.4981,3.4792,2.9155,53.1993,0.0,0.0,0.0,9.027953
22518.0,3.4952,3.498,3.4787,2.9133,53.1987,0.0,0.0,0.0,9.02753
22520.0,3.495,3.4978,3.4786,2.9075,53.1983,0.0,0.0,0.0,9.028265
22522.0,3.4948,3.4977,3.4787,2.8969,53.1975,0.0,0.0,0.0,9.027989
22524.0,3.4946,3.4975,3.4786,2.9004,53.198,0.0,0.0,0.0,9.027977
22526.0,3.4946,3.4976,3.4785,2.9138,53.1978,0.0,0.0,0.0,9.028199
22528.0,3.4945,3.4974,3.4784,2.9088,53.1975,0.0,0.0,0.0,9.027924
22530.0,3.4948,3.4975,3.4789,2.8984,53.1971,0.0,0.0,0.0,9.027914
22532.0,3.4952,3.4978,3.4793,2.9002,53.1971,0.0,0.0,0.0,9.027949
22534.0,3.4955,3.498,3.4794,2.9152,53.1975,0.0,0.0,0.0,9.028036
22536.0,3.4959,3.4984,3.4798,2.917,53.197,0.0,0.0,0.0,9.028098
22538.0,3.4964,3.499,3.4803,2.912,53.1962,0.0,0.0,0.0,9.027741
